title,author,genre,publisher,published,language,pages,price,rating,rating_count,summary,cover,url
অবহেলিত ছেলে,রাফসান মোল্লা,নাটক,বইটই,by বইটই,বাংলা,0,,,,এই বড় গল্পের প্রকাশ পাবে মানুষ একটি অবহেলিত ছেলের সাথে কিরূপ আচরণ করে এবং ছেলেটি পরে কি হয়। আসলে এই পৃথিবীতে কেউ ভোট নয় সবাই সমান। সৃষ্টিকর্তা কাউকে কিছু কম দেননি। যদি দিয়েছেন এক হাজারে একজন।,https://images.boitoi.com.bd/book/7e19d33c-1591-4eb2-9c14-a378696da2be_lg.jpg,https://boitoi.com.bd/books/17820/অবহেলিত-ছেলে
মেঘের ওপাশে জোছনা,Zakaria Hossen,ছোট গল্প,বইটই,by বইটই,বাংলা,0,,,,"​""আমাদের এই সমাজ মেধা দেখে না, চেষ্টা দেখে না; সমাজ দেখে শুধু এক টুকরো কাগজের কিছু সংখ্যা।""

জীবনের রঙ্গমঞ্চে আমরা সবাই এক একজন অবোধ অভিনেতা, যার চিত্রনাট্য আমাদের জানা নেই। আকাশও জানত না তার জীবনের চেনা মানুষগুলো এভাবে রূপ বদলাবে। জিপিএ-৫ এর এই অন্ধ ইঁদুরদৌড়ের যুগে, ৪.১৯ পাওয়া এক ছেলের গল্প। যেখানে কেউ অপরাধী নয়, অথচ সবাই এক অদৃশ্য নিয়তির শিকার।

মধ্যবিত্ত জীবনের টানাপোড়েন, সামাজিক নির্মমতা আর শেষ দৃশ্যের এক মায়াবী জোছনার আলোয় জীবনের পরম সত্যকে খুঁজে পাওয়ার গল্প—'মেঘের ওপাশে জোছনা: ৪.১৯'।",https://images.boitoi.com.bd/book/2a681c62-cb16-4906-8887-c07bbbe43b60_lg.jpg,https://boitoi.com.bd/books/17821/মেঘের-ওপাশে-জোছনা
১২৩৪,আতিকুল ইসলাম,কবিতা,বইটই,by বইটই,বাংলা,0,,,,আমার স্বরচিত শ্রেষ্ঠ কবিতাবলী এই ইবুকটিতে সংকলিত হয়েছে। আশাকরি কবিতাগুলো পাঠকপ্রিয়তা পাবে।,https://images.boitoi.com.bd/book/396d23c6-2592-45ec-9864-32019981f289_lg.jpg,https://boitoi.com.bd/books/17828/১২৩৪
“সাধুবাদ হে প্রভু”,বি.পি.শাকিলা জান্নাত,কবিতা,বইটই,by বইটই,বাংলা,0,,,,“স্রষ্টা কে নিয়ে লেখা এই কবিতা।কবিতা টি মহান আল্লাহ কে উৎসর্গ করে লিখেছি।,https://images.boitoi.com.bd/book/fd3cfd07-a33b-4788-a8a4-7eb6e454917f_lg.jpg,https://boitoi.com.bd/books/17831/“সাধুবাদ-হে-প্রভু”
নববর্ষ”কবিতা,বি.পি.শাকিলা জান্নাত,কবিতা,বইটই,by বইটই,বাংলা,0,,,,বাংলা নববর্ষ কে কেন্দ্র করে এই কবিতা টি লিখা। নববর্ষ কিংবা পহেলা বৈশাখ যুগ যুগ ধরে বাংলার ঐতিহ্য।,https://images.boitoi.com.bd/book/b811e3be-a302-434e-9749-347f7fa85f1e_lg.jpg,https://boitoi.com.bd/books/17832/নববর্ষ”কবিতা
লাজুকপাতা,সাবিকুন নাহার নিপা,# 3 জীবনী,বইটই,by বইটই,বাংলা,167,50,,,"পলাশবাড়ী থেকে নাবিদের হাত ধরে শহরে পাড়ি দেওয়া জরীর গল্প বলা হয়েছে লাজুকপাতায়। এই আখ্যানে জরী তার নিজের জীবনের উত্থান, পতন, ভালোবাসা, আনন্দ, দুঃখের গল্প বলে গেছে। সেই সঙ্গে আছে জরীর ভালোবাসার মানুষ নাবিদ, পরী আপা, লিপি ভাবী, সুবর্ণা এবং দুই চঞ্চলাবতী টাপুর-টুপুর। জরী জীবনে দুঃখ দেওয়ার মানুষও আছে। আপনজন নিষ্ঠুর, নির্মম হয়ে যাওয়ার গল্পও আছে। 

কিছু দুঃখ, কিছু আক্ষেপ আর বাকিটা ভালোবাসা নিয়েই জরীর জীবনের একটা অধ্যায়।",https://images.boitoi.com.bd/book/ab582d8a-9420-41d1-96a1-45830c0fe32c_lg.jpg,https://boitoi.com.bd/books/17833/লাজুকপাতা
“আগন্তুক বিহঙ্গ”,বি.পি.শাকিলা জান্নাত,কবিতা,বইটই,by বইটই,বাংলা,0,,,,“আগন্তুক বিহঙ্গ বলতে কেবলই একটি শীতকালীন পাখিকে নয় বরঞ্চ এটা একটা প্রতীকী অর্থ বহন করে”,https://images.boitoi.com.bd/book/4089ac8f-7475-448e-9a2b-53faf73652e7_lg.jpg,https://boitoi.com.bd/books/17834/“আগন্তুক-বিহঙ্গ”
শারিয়াহ: শেষ আশ্রয়,Saimon Islam Sani,ইসলামিক,বইটই,by বইটই,বাংলা,0,,,,"এখানে স্থান, কাল, সময় সব রুপক অর্থে ব্যবহৃত। কিন্তু মূলনীতি সত্যিকারের। অনেক সময় আমরা অযথাই সরকার কে ভুল বুঝি। এই গল্প টি পড়লে আমাদের ভুল ধারণা ভেঙে যাবে। এছাড়াও সঠিক সমাধান কী তা জানতে পারবো।।",https://images.boitoi.com.bd/book/e5cc4f94-808f-41a4-b7ca-82a0b90ae637_lg.jpg,https://boitoi.com.bd/books/17838/শারিয়াহ:-শেষ-আশ্রয়
প্রেম,বি.পি.শাকিলা জান্নাত,কবিতা,বইটই,by বইটই,বাংলা,0,,,,"প্রেম এক অদ্ভুত অনুভূতি। যারে ধরা যায় না,ছোয়া যায় না।সে যেন ধিরা ছোয়ার বাহিরে।তারে কেবল অনুভব করতে হয়।",https://images.boitoi.com.bd/book/06506de8-926c-46ae-a585-9d546560b9cc_lg.jpg,https://boitoi.com.bd/books/17839/প্রেম
পত্রপুরুষ,তাজনিন তায়্যিবা,রোমান্স,বইটই,by বইটই,বাংলা,112,60,,,"""আপনার ভায়োলিনের সুর টেনে নিয়ে এল, না চাইতেও। এই সুরে নেশা আছে বোধহয়।""

মৃদু হাসল আতিশ। ধীরে ধীরে এগিয়ে এল ইমামার কাছে; দূরত্ব ক্রমশ ছোট করতে করতে বলল,

""তোমার শরীরের গন্ধ ভায়োলিনের সুরের চেয়েও বেশি নেশা ধরায়। ঠিক যেন ফেনসিডিল।""

ইমামার বুক ধক করে উঠল। অবচেতনেই এক পা পিছিয়ে গেল সে; শুষ্ক কণ্ঠে বলল, 

""আপনার সুর আর আপনি দুটোই বিপজ্জনক।""",https://images.boitoi.com.bd/book/bfc547d8-2611-408b-847d-e083f05a2379_lg.jpg,https://boitoi.com.bd/books/17841/পত্রপুরুষ
শুধু তুই,মৌমিতা মৌ,ছোট গল্প,বইটই,by বইটই,বাংলা,79,30,,,"যখন আমার ক্রাশ হঠাৎ করেই আমার দিকে নজর দিতে শুরু করল, ধীরে ধীরে আমার লুকিয়ে রাখা ছোট্ট পৃথিবীর অংশ হয়ে উঠতে চাইল, তখন এর পরিণতি কোথায় গিয়ে থামল?

""শুধু তুই"" ঝিলমি নামের এক শান্ত, অন্তর্মুখী মেয়ের গল্প, যে নিজের একাকীত্বকে সঙ্গী করে বাঁচতে শিখেছিল। আর তূর্য এমন একটি ছেলের গল্প, যে ধীরে ধীরে ঝিলমির জীবনের প্রথম সত্যিকারের বন্ধু হয়ে উঠেছিল। কিন্তু তাদের বন্ধুত্বটা কি ভালোবাসায় রূপ নিয়েছিল? নাকি থেমে গিয়েছিল কঠিন এক দেয়ালের মাঝে?",https://images.boitoi.com.bd/book/5574c330-983e-4d20-9dea-1e121f17a64e_lg.jpg,https://boitoi.com.bd/books/17842/শুধু-তুই
একটি গোলাপি গোলাপ,মৌলী আখন্দ,রোমান্স,বইটই,by বইটই,বাংলা,50,45,,,"পেছনের পকেটে মাত্র কুড়ি টাকার একটা নোট নিয়ে যে ছেলেটা মহাখালীর মোড়ে গোলাপি গোলাপের পসরা খুঁজে ফেরে, তার নাম প্রিন্স। আর পাঁচটা মানুষের সামনে কথা বলতে গেলে যার ঠোঁট কাঁপে, তোতলামি আর জড়তায় যে গুটিয়ে নেয় নিজেকে, তার নাম সৌমী। আগারগাঁওয়ের অন্ধগলি, নিপসমের চত্বর আর মেস জীবনের এক চিলতে লড়ঝড়ে সিট—এসবের সমান্তরালে গড়ে উঠেছিল ওদের পাঁচ বছরের এক নিটোল ভালোবাসার গল্প। প্রিন্স হয়ে উঠেছিল সৌমীর বিপদের ঢাল, আর সৌমী হয়ে উঠেছিল প্রিন্সের বেঁচে থাকার একমাত্র আলো।

কিন্তু মধ্যবিত্ত জীবনের নির্মম বাস্তবতা যখন কড়া নাড়ে দরজায়, তখন খাঁটি ভালোবাসাও কি পারে অনাথ একটা মেয়ের নিরাপদ ভবিষ্যতের নিশ্চয়তা দিতে? প্রিন্সের ক্যারিয়ারের ব্যর্থতা, বেকারত্বের গ্লানি আর সৌমীর পারিবারিক চাপ যখন সৌমীকে ঠেলে দেয় এক কঠিন সিদ্ধান্তের দিকে, তখন নিপসমের ক্যাম্পাসে শেষবারের মতো একসাথে চাঁদ দেখার ফাঁদে পড়ে প্রিন্স। মেসেঞ্জারের ব্লক-রহস্য আর এক অনাকাঙ্ক্ষিত বাইকচালকের হাত ধরে সৌমী কি তবে সত্যিই হারিয়ে যাবে চানমিয়া হাউজিংয়ের চারতলার কোনো এক ফ্ল্যাটে? নাকি ভাগ্যের চাকা ঘুরবে একদম শেষ মুহূর্তে, কোনো এক অলৌকিক সকালের রেজাল্ট আউটের হাত ধরে?

“একটি গোলাপি গোলাপ” শুধু দুই তরুণ-তরুণীর প্রেমের আখ্যান নয়, এটি জীবনের অন্ধ গলিতে পথ হারিয়ে আবারও নিজেকে খুঁজে পাওয়ার গল্প, বাস্তবতার রূঢ় থাবায় পিষে গিয়েও সততা আর যোগ্যতার জোরে ঘুরে দাঁড়ানোর গল্প। কড়া মিষ্টির মটকা চায়ের ধোঁয়া আর শাহবাগের হুডতোলা রিকশার চেনা হাওয়ায় পাঠককে ভাসিয়ে নিয়ে যাওয়ার মতো এক অনবদ্য উপন্যাসিকা—“একটি গোলাপি গোলাপ”**।",https://images.boitoi.com.bd/book/170d9091-dc14-4e65-837c-7f4c0b167f33_lg.jpg,https://boitoi.com.bd/books/17844/একটি-গোলাপি-গোলাপ
হযবরল,সাদিয়া তাসনিম,রোমান্স,বইটই,by বইটই,বাংলা,91,30,,,"যদি থাকে নসিবে,
           আপনি আপনি আসিবে। ❞

কথাটা হয়তো নেহার জন্যই প্রযোজ্য ছিল। যে মেয়ের পরিবারে প্রেম-ভালোবাসা মানেই গর্হিত অপরাধ, যেখানে প্রেম-ভালোবাসার নাম শুনলে রবিউল খানের চোয়াল শক্ত হয়ে যায়; সাত খুন মাফ হলেও এই অপরাধের কোনো মাফ হয় না, সেখানেই কিনা এমন একটা ঘটনা ঘটে গেল! কী করে হলো এমন ভুল?",https://images.boitoi.com.bd/book/3b9a3840-33df-41ae-b8c0-6d4b7994b989_lg.jpg,https://boitoi.com.bd/books/17845/হযবরল
ননীর পুতুল,হুমায়রা মুর্তজা,রোমান্স,বইটই,by বইটই,বাংলা,41,35,,,"কোনো মানুষকে ভুল বুঝে জীবনের সবচেয়ে বড় সিদ্ধান্ত নিয়ে ফেলা যায়? কিশোরী বয়সে পিহু নিয়েছিল এমনই এক সিদ্ধান্ত। অনাকাঙ্ক্ষিত কিছু ঘটনার রেশ ধরে পিহু ভেবে নিয়েছিল তার প্রথম ভালোবাসার মানুষটা একজন প্রতারক; বিবাহিত, দুই সন্তানের বাবা। প্রায় তিন বছর পর সে নির্লজ্জের মতো পিহুর জীবনে ফিরে এসেছে! তাই কবুল বলার মুহূর্ত থেকেই বুকভরা অভিমান, ঘৃণা আর অঝোর কান্না নিয়ে শুরু হয় পিহুর নতুন জীবন। কিন্তু সত্য কি এতটাই সহজ?

তিন বছর আগের এক গ্রাম্য বিয়েবাড়ির কোলাহলে ধানক্ষেতে প্রথম দেখা, ঝগড়া, চিরকুটে লেখা কয়েকটি কবিতার লাইন, কিছু না বলা অনুভূতি আর ভুল বোঝাবুঝিতে সব মিলিয়ে যে গল্পটাকে পিহু বিশ্বাস করেছিল, সেই গল্পের প্রতিটি পাতার আড়ালে লুকিয়ে ছিল অন্য এক সত্য। যে মানুষটাকে সে লম্পট ভেবেছিল, সে কি আসলেই অপরাধী? নাকি একই মুখের আড়ালে লুকিয়ে ছিল এমন এক রহস্য, যার উত্তর জানলে পিহুর পুরো পৃথিবীটাই বদলে যাবে?

একটু হাসি, অভিমান, পারিবারিক উষ্ণতা, প্রথম প্রেমের মিষ্টি অনুভূতি আর অবিশ্বাস্য সব মোড়ে ভরা এই গল্পটা একান্তই পিহু নামক এক তরুণীর। হয়তো কোনো কোনো ভালোবাসা হারিয়ে যায় না, শুধু ঠিক মানুষটাকে চিনতে একটু দেরি হয়ে যায়।",https://images.boitoi.com.bd/book/c1256b9b-f0d7-4b5a-b197-9b2d4bf71760_lg.jpg,https://boitoi.com.bd/books/17846/ননীর-পুতুল
এক গুচ্ছ কাঠগোলাপ,মারিয়াম হোসাইন (আদরিনী),রোমান্স,বইটই,by বইটই,বাংলা,45,70,,,"শহরের যান্ত্রিক কোলাহল, আভিজাত্যের অন্ধ অহংকার আর যোজন যোজন দূরত্বের ওপারেও কি এক গুচ্ছ কাঠগোলাপের স্নিগ্ধ সুবাস কোনো মনকে বদলে দিতে পারে?

আরিয়ান চৌধুরী—শহরের শীর্ষস্থানীয় রিয়েল এস্টেট সাম্রাজ্যের একরোখা, অহংকারী রাজপুত্র। যার বিলাসী চোখের সামনে গ্রামীণ জীবন মানেই একঘেয়েমি আর ব্যাকডেটেড কিছু মানুষের বসবাস। বাবার জেদের কারণে এক প্রজেক্টের কাজে যখন সে পা রাখল রূপালী নদীর তীরের এক প্রত্যন্ত গ্রামে, তখন সে জানত না, নিয়তি তার চেনা বৃত্তটাকে ওলটপালট করে দেওয়ার ছক কষে রেখেছে।

অনন্যা—কাঠগোলাপের মতোই পবিত্র, অথচ নিজের আত্মসম্মানে প্রখর এক তড়বড়ে গ্রামীণ তরুণী। চোখে তার ঢাকা বিশ্ববিদ্যালয়ের মতো বড় বিশ্ববিদ্যালয়ে পড়ার আকাশছোঁয়া স্বপ্ন, আর বুকে মাটির প্রতি গভীর টান। প্রথম দেখাতেই মেঠো পথের ধুলোবালিতে আরিয়ানের দামি হ্যারিয়ার গাড়ির চাকার সামনে মুখোমুখি হলো অনন্যার তীব্র আত্মসম্মান। শুরু হলো এক অহংকারী শহুরে বাবু আর স্পষ্টভাষী এক গাঁয়ের মেয়ের মনস্তাত্ত্বিক যুদ্ধ।",https://images.boitoi.com.bd/book/05971e47-e8f9-4f56-a716-fd70f03599fb_lg.jpg,https://boitoi.com.bd/books/17847/এক-গুচ্ছ-কাঠগোলাপ
বিষাদ পেরিয়ে বসন্ত,আজেরিন হিরানুর,রোমান্স,বইটই,by বইটই,বাংলা,46,20,,,"সাতাশ বছরের গম্ভীর পুরুষ শাহেদ। পরিবারের মুখে দুমুঠো অন্ন তুলে দিতে আর মহাজনের ঋণ শোধ করতে আঠারো বছর বয়সেই সে পাড়ি জমিয়েছিল সৌদি আরবের তপ্ত মরুভূমিতে। দীর্ঘ আটটি বছর নিজের সব শখ-আল্লাদ, জীবনের রঙিন বসন্তকে বিসর্জন দিয়ে হাড়ভাঙা খাটুনি খেটেছে সে। অবশেষে সব দায়িত্ব শেষ করে যখন একবুক ভালোবাসা আর শান্তির খোঁজে চেনা গাঁয়ে ফিরল, তখন তার পাথুরে জীবনে আকস্মিক এক কালবোশেখীর মতো দোলা দিয়ে গেল শাপলা বিলের বুনো পাখি—ষোলো বছর বয়সী চঞ্চলা, অবুঝ বালিকা রূপা।

শাহেদ ভেবেছিল রূপাকে নিজের করে পেয়ে তার জীবনে এতকাল পর বুঝি বসন্ত নামবে। কিন্তু বিয়ের প্রথম রাতেই সাজানো বাসর শয্যার সামনে দাঁড়িয়ে রূপা তীব্র ঘৃণায় চিৎকার করে উঠল, ""খবরদার, আমাকে ছোঁবেন না!"" 

বাসর রাতে বউয়ের মুখে এমন কথা শুনে অবাক দৃষ্টিতে লাল বেনারসি পরিহিত অর্ধাঙ্গিনীর দিকে অপলক তাকিয়ে রইল শাহেদ।

রূপার কাছে শাহেদ কোনো প্রেমিক পুরুষ নয়, বরং তার স্বাধীনতা কেড়ে নেওয়া এক নিষ্ঠুর বন্দিশালার রক্ষক! স্ত্রীর এই অনাকাঙ্ক্ষিত অবজ্ঞা ও জেদের কাছে মাথা নত করে বিয়ের পরের দিনই তাকে বাপের বাড়ি ফিরিয়ে দিতে বাধ্য হয় শাহেদ। আর নিজের বুকে একরাশ শূন্যতা নিয়ে পা বাড়ায় দূর পরবাসের অনিশ্চিত গন্তব্যে।

যে বুনো পাখিকে মুক্ত করতে শাহেদ নিজেকে দূরে সরিয়ে নিল, সেই পাখি কি পারবে তার আসল নীড় খুঁজে পেতে? রূপা কি কোনোদিন ফিরবে শাহেদের ভালোবাসার আশ্রয়ে?",https://images.boitoi.com.bd/book/c8000fd9-07a4-4c43-98af-ff7b62dd7260_lg.jpg,https://boitoi.com.bd/books/17848/বিষাদ-পেরিয়ে-বসন্ত
সে তাকে নিয়েছে বধূ করে,আলিশা আঞ্জুম,রোমান্স,বইটই,by বইটই,বাংলা,20,10,,,"মুসকান ভীষণ গম্ভীর মুখে আরেকটু খাবার দেয়। গুঞ্জন সেটাও মুখে নেয়। ইতোমধ্যে কখন যে আহান পৌঁছে গেছে সদর দরজাটায়, তারপর শব্দহীন পায়ে হেঁটে এসে দাঁড়িয়েছে ওদের নিকটে, তা আর মা-মেয়ের ধারণাতে রইল না। আহান ওদের কাণ্ড দেখছে ঠোঁট টিপে হেসে হেসে। তারপর নিজেও যোগ দিতে চায় এই আদুরে মুহূর্তে। গুঞ্জনের পাশে বসতে বসতে ওদের দৃষ্টি আকর্ষণ করে বলে ওঠে,

“কই দেখি, আমাকে একটু দিন তো। খেয়ে দেখি কেমন স্বাদ।”

গুঞ্জন পাশ ফিরে আহানকে দেখে শুরুতে একটু অবাক হলেও পুনরায় মেয়ের কাজ দেখে। মুসকান একটা গোলাপি রঙের প্লাস্টিকের ছোট প্লেটে অভিনয় করে ভাত, মাছ রাখল। তারপর আহানের সামনে রাখল। আহানও গুঞ্জনের ভঙ্গিগুলো করে খাবার গ্রহণ করে। সবশেষে মেয়ের দিকে হাত বাড়িয়ে দিয়ে কোলে বসিয়ে কপালে চুমু দিয়ে বলল,

“দোয়া করি, সংসার জীবনে সুখী হন আম্মা। আমার জামাতা আমার চাইতেও বেশি ভালোবাসুক আপনাকে।”",https://images.boitoi.com.bd/book/e62f9f3e-f8c8-4efd-b9bf-b5f5bfd96eb9_lg.jpg,https://boitoi.com.bd/books/17849/সে-তাকে-নিয়েছে-বধূ-করে
নীলপদ্মগুলো,আফসানা আশা,ছোট গল্প,বইটই,by বইটই,বাংলা,33,20,,,"কাউকে ভালোবাসলে, আমাদের কাছে থাকা নীলপদ্মগুলো তাকে দিয়ে দিতে হয়। সে গ্রহণ করুক বা না করুক, আমাদেরকে দিতেই হয়। আর একবার কাউকে নীলপদ্ম দিয়ে দিলে, আর ফিরিয়ে নেওয়া যায় না। নীলপদ্মহারা হয়ে আমরা নিঃস্ব হয়ে যাই। অন্য কাউকে ভালোবাসতে পারি না। শত চেষ্টাতেও ভালোবাসা হয় না। আর ভালোবাসা সুন্দরতম অনুভূতির নাম। অনেকেই এই অনুভূতিকে ঠিকঠাক বুঝে উঠতে পারে না। ভুল করে ফেলে! 

নাঈমেরও কি ভুল হলো? ওর নীলপদ্মগুলো কি ও রুবাকেই দিতে পেরেছিল?",https://images.boitoi.com.bd/book/1c7e091e-edd6-4b0d-a611-0626d04d8708_lg.jpg,https://boitoi.com.bd/books/17850/নীলপদ্মগুলো
বিয়ের আংটি,আফজাল হোসেন,অতিপ্রাকৃত,বইটই,by বইটই,বাংলা,12,15,,,"লাল শাড়ি পরা লম্বা ঘোমটা টানা কে যেন এসে তাঁর মাথার কাছে বসেছে। তাঁর কপালে হাত রেখেছে। ঠাণ্ডা, তুলোর মত নরম আর হালকা একটা হাত। তবে লাল শাড়ি পরা মেয়ে-মানুষটাকে কেমন ছায়া-ছায়া লাগছে। দিঘির টলমলে জলে কারও ছায়া পড়লে যেমন দেখায় ঠিক তেমন। যেন ছায়ামানবী! কে এই ছায়ামানবী?!",https://images.boitoi.com.bd/book/3e8ae53c-cbd6-4bf5-9883-7fc648c25ae7_lg.jpg,https://boitoi.com.bd/books/17851/বিয়ের-আংটি
নীল নয়না,আফজাল হোসেন,অতিপ্রাকৃত,বইটই,by বইটই,বাংলা,17,20,,,ভেজানো দরজাটা ঠেলে কে যেন ভিতরে ঢুকছে। তার ফর্সা মখমলের মত কোমল হাতটা দেখা যাচ্ছে। হাত ভর্তি কাচের চুড়ি আর অনামিকায় নীল পাথর বসানো আংটি। ঝড়ো হাওয়ায় তার গায়ের মিষ্টি গন্ধ ভেসে আসছে। সমস্ত ঘর ভরে যাচ্ছে মিষ্টি সৌরভে। এখনই তার অপরূপ সুন্দর মুখখানা দেখা যাবে। দেখা যাবে মায়াকাড়া নীল চোখজোড়া।,https://images.boitoi.com.bd/book/18309978-edc4-4b6a-8a3f-b108b9adb1b3_lg.jpg,https://boitoi.com.bd/books/17852/নীল-নয়না
আমার গল্পে তুমি,ইলোরা ফারদিন,রোমান্স,বইটই,by বইটই,বাংলা,72,30,,,"""পাহাড় পছন্দ?""
""ভীষণ!""
""আর কী পছন্দ?""
""কথা বলা! জানেন স্যার, আমার বাবা আমাকে তোতা পাখি বলে ডাকতেন। তাঁর সাথে আমার ছিল রাজ্যের আলাপ। সারাদিন পুটুর পুটুর করে মুখ চলত। কিন্তু বিয়ের পর আবিষ্কার করলাম, শ্বশুরবাড়িতে কেউ আমার সাথে কথা বলতে চায় না। সেখানে আমার কথা শোনার মানুষ নেই। যে যার জীবন নিয়ে ব্যস্ত। আর আমি ছিলাম সবার হুকুমের দাস। প্রথম প্রথম খারাপ লাগলেও ধীরে ধীরে তা মানিয়ে নিলাম। চুপ হয়ে গেলাম। তারপর পঁচিশটা বছর কেটে গেল, কিন্তু আমার সাথে কথা বলার আর কাউকে পেলাম না।""

নূরজাহানের চোখে পানি। সে আবারও তাকাল শান্ত নদীটির পানে। চারপাশে জোনাকির আনাগোনা শুরু হয়েছে। দূরে কোথাও অজানা প্রাণী ডেকে উঠছে। হালকা হিমেল হাওয়ায় নূরজাহানের কপালের সামনের ছোট চুলগুলো বার বার উড়ছে।",https://images.boitoi.com.bd/book/bf88d8b1-3314-4434-866f-9b7637f2c2a9_lg.jpg,https://boitoi.com.bd/books/17854/আমার-গল্পে-তুমি
The Story of My Cowardice,নিয়াজ মাহমুদ সাকিব,ইতিহাস,বইটই,by বইটই,English,31,39,,,"The Story of My Cowardice একটি ব্যক্তিগত স্মৃতিকথা, যেখানে একজন সাধারণ বিশ্ববিদ্যালয় শিক্ষার্থীর ধীরে ধীরে রাজনৈতিক সচেতন হয়ে ওঠা, মতপ্রকাশের স্বাধীনতার পক্ষে অবস্থান নেওয়া এবং দীর্ঘ আট বছরের অভিজ্ঞতা উঠে এসেছে। ঢাকা বিশ্ববিদ্যালয়ের শিক্ষাজীবন, ২০১৮ সালের কোটা সংস্কার আন্দোলন, সামাজিক যোগাযোগমাধ্যমে সক্রিয় ভূমিকা, ভয়, নজরদারি ও ব্যক্তিগত সংকটের মধ্য দিয়ে লেখক এমন এক যাত্রার বর্ণনা দিয়েছেন, যা শেষ পর্যন্ত ২০২৪ সালের জুলাইয়ের গণ-অভ্যুত্থানের উত্তাল দিনগুলোতে এসে পৌঁছায়।

মহাখালীর সংঘর্ষ, টিয়ার গ্যাস, গুলির শব্দ এবং একটি বাজারে আটকে পড়া মানুষের অভিজ্ঞতার মধ্য দিয়ে বইটি সাহসের প্রচলিত ধারণাকে নতুনভাবে প্রশ্ন করে। লেখক দেখানোর চেষ্টা করেছেন যে, সাহস সব সময় সম্মুখসারিতে দাঁড়ানোর মধ্যে সীমাবদ্ধ নয়; কখনও কখনও অন্যের জীবন বাঁচাতে পাশে থাকাও এক ধরনের সাহস। ব্যক্তিগত অনুশোচনা, আত্মসমালোচনা এবং ইতিহাসের সাক্ষী হিসেবে নিজের অবস্থানকে কেন্দ্র করে রচিত এই বইটি একই সঙ্গে আত্মজিজ্ঞাসা, মানবিকতা ও বাংলাদেশের সাম্প্রতিক রাজনৈতিক বাস্তবতার একটি প্রত্যক্ষ দলিল।

সঙ্গে একটি একাডেমিক প্রবন্ধ যুক্ত করা আছে, যে প্রবন্ধটিও আরেকটি দলিল। কীভাবে ভাষার ব্যবহার, গ্রাফিতি ও অন্যান্য অনুষঙ্গ আন্দোলনটিকে জনসাধারণের বিপ্লবে রূপ দিয়েছিল, তারই এক অকাট্য গবেষণালব্ধ প্রমাণ।",https://images.boitoi.com.bd/book/25d4d01b-a136-4c2c-85db-fad95adbc9da_lg.jpg,https://boitoi.com.bd/books/17855/the-story-of-my-cowardice
নোটবুক,ফাতেমা তুজ জান্নাত মৌ,রোমান্স,বইটই,by বইটই,বাংলা,16,20,,,"কিছু মানুষ ভালোবাসতে জানে, কিন্তু বলতে পারে না। কিছু মানুষ আবার না বলেও সব বুঝে ফেলে।

নীলুর সব অপ্রকাশিত অনুভূতির ঠিকানা একটি ছোট্ট নোটবুক। আর সেই নোটবুকের পাতায় জমে থাকা শব্দগুলোই একদিন পৌঁছে যায় ইরফানের হৃদয়ে।

‘নোটবুক’ নীরব ভালোবাসা, অপেক্ষা, সাহস আর অনুভূতির এক কোমল গল্প, যেখানে কখনো কখনো মুখের চেয়ে কলমই হৃদয়ের ভাষা সবচেয়ে সুন্দরভাবে বলে।",https://images.boitoi.com.bd/book/cce8ac06-e6e4-45c8-9655-22a5d456dbde_lg.jpg,https://boitoi.com.bd/books/17856/নোটবুক
মেয়েরা কাঁদে না,ফাতেমা তুজ জান্নাত মৌ,সমকালীন,বইটই,by বইটই,বাংলা,11,20,,,"ক্ষুধা, দারিদ্র্য, হারিয়ে যাওয়া বাবা, মায়ের মৃত্যু, অপূরণীয় স্বপ্ন—সবকিছুর পরও মাসুমা থামেনি। কারণ সে জানত, কান্না জীবনের শেষ নয়; পথ চলার শক্তিও হতে পারে।

‘মেয়েরা কাঁদে না’ হার না মানা এক নারীর জীবনসংগ্রামের গল্প। যে গল্প শেখায়—সবচেয়ে শক্ত মানুষটিও কাঁদে, তবে ভেঙে পড়ার জন্য নয়; আবার উঠে দাঁড়ানোর জন্য।",https://images.boitoi.com.bd/book/d839eabd-4a77-4f8e-9c6d-7e901aee6f46_lg.jpg,https://boitoi.com.bd/books/17857/মেয়েরা-কাঁদে-না
